"name","code","unit","category","brand","vendor","image_url","quantity","is_active","created_by","created_at","updated_at"
"SLM MATT 3% CATALYST","2235","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305894","2026-03-08T14:57:16.305896"
"SILICON DOTTING BASE (2% CATALYST)","2236","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305950","2026-03-08T14:57:16.305952"
"SILICONE OVER SILICONE WHITE","2237","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305998","2026-03-08T14:57:16.306000"
"SILICONE OVER SILICONE BLACK","2238","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306042","2026-03-08T14:57:16.306045"
"JL SILICONE HOT MELT POWDER","2239","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306092","2026-03-08T14:57:16.306095"
"EMBOSSING SILICON A","2240","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306153","2026-03-08T14:57:16.306155"
"EMBOSSING SILICON B","2241","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306193","2026-03-08T14:57:16.306195"
"A3 FILM","2242","NOS","SCREEN MAKING ACCESSORIES","TECHNOVA","null","null","0","True","Sreeram","2026-03-08T14:57:16.306246","2026-03-08T14:57:16.306249"
"A4 FILM","2243","NOS","SCREEN MAKING ACCESSORIES","TECHNOVA","null","null","0","True","Sreeram","2026-03-08T14:57:16.306302","2026-03-08T14:57:16.306305"
"BOOSTER","2244","LITRE","SCREEN MAKING ACCESSORIES","TECHNOVA","null","null","0","True","Sreeram","2026-03-08T14:57:16.306354","2026-03-08T14:57:16.306357"
"FIXER 9","2245","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.306395","2026-03-08T14:57:16.306397"
"HARDNER A+B","2246","SET","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306434","2026-03-08T14:57:16.306436"
"SPONGE (PER PIECE)","2247","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306471","2026-03-08T14:57:16.306473"
"DECOAT POWDER","2248","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306507","2026-03-08T14:57:16.306509"
"AMMONIUM BICROMATE","2249","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306542","2026-03-08T14:57:16.306544"
"CLAMP (PER INCH)","2250","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306576","2026-03-08T14:57:16.306578"
"KRAFT (1 QUIRE)","2251","QUIRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306610","2026-03-08T14:57:16.306612"
"FLEX KIWIK","2252","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306644","2026-03-08T14:57:16.306646"
"POLYFIX","2253","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306679","2026-03-08T14:57:16.306681"
"BELL PIN","2254","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306713","2026-03-08T14:57:16.306715"
"BLADE BOX BIG SIZE","2255","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306748","2026-03-08T14:57:16.306750"
"BLADE BOX SMALL SIZE","2256","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306782","2026-03-08T14:57:16.306784"
"CUTTER SMALL","2257","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306818","2026-03-08T14:57:16.306820"
"CUTTER BIG","2258","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306871","2026-03-08T14:57:16.306873"
"ELECTRIC MIXER","2259","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306908","2026-03-08T14:57:16.306910"
"HOT AIR GUN (DONG CHENG)","2260","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306943","2026-03-08T14:57:16.306945"
"MIXER ROD","2261","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.306978","2026-03-08T14:57:16.306980"
"INDOCOL","2262","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307012","2026-03-08T14:57:16.307014"
"REECOL","2263","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307047","2026-03-08T14:57:16.307049"
"ALFA REDUCER","2264","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307081","2026-03-08T14:57:16.307083"
"ALFA CHROMO WASH","2265","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307114","2026-03-08T14:57:16.307116"
"NC THINNER (1 LIT.)","2266","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307148","2026-03-08T14:57:16.307150"
"CS5 WR BLUE","2267","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307184","2026-03-08T14:57:16.307186"
"CS5 WR RED","2268","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307218","2026-03-08T14:57:16.307220"
"CS5 WR VIOLET","2269","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307251","2026-03-08T14:57:16.307253"
"SENSITIZERS","2270","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307283","2026-03-08T14:57:16.307285"
"CS5 WR/25 KG","2271","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307316","2026-03-08T14:57:16.307318"
"IMAGE MATT","2272","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307350","2026-03-08T14:57:16.307352"
"SHEBRO 234 COATING","2273","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307383","2026-03-08T14:57:16.307385"
"TEXTILE DW","2274","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307416","2026-03-08T14:57:16.307418"
"ULANO QTX","2275","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307450","2026-03-08T14:57:16.307452"
"PAPER GUM TAPE","2276","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307483","2026-03-08T14:57:16.307485"
"PHOTOSOL VIOLET","2277","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307517","2026-03-08T14:57:16.307519"
"PHOTOTEX CTS","2278","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307549","2026-03-08T14:57:16.307551"
"SHEBRO SPT HV","2279","NOS","SCREEN MAKING ACCESSORIES","PHOTOKINA","null","null","0","True","Sreeram","2026-03-08T14:57:16.307582","2026-03-08T14:57:16.307584"
"PVA POWDER","2280","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307615","2026-03-08T14:57:16.307617"
"SCREEN OPENER","2281","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307648","2026-03-08T14:57:16.307650"
"SILICONE EXTRA","2282","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307681","2026-03-08T14:57:16.307683"
"TEEPAL (1 LIT.)","2283","LITRE","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307714","2026-03-08T14:57:16.307716"
"TEEPAL (10 LIT.)","2284","LITRE","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307749","2026-03-08T14:57:16.307751"
"ODAM (PER INCH)","2285","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307784","2026-03-08T14:57:16.307786"
"EMERY SHEET","2286","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307817","2026-03-08T14:57:16.307818"
"STAG BOND (1 LIT.)","2287","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307851","2026-03-08T14:57:16.307853"
"STAG BOND (5 LIT.)","2288","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307884","2026-03-08T14:57:16.307886"
"EZYCOAT 828 (10 LIT.)","2289","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307917","2026-03-08T14:57:16.307919"
"EZYCOAT 828 (1 LIT.)","2290","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307949","2026-03-08T14:57:16.307951"
"SQUEEZEE (PER INCH) (MACHINE)","2291","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.307982","2026-03-08T14:57:16.307983"
"SQUEEZEE SCRAPPER (PER INCH) (MACHINE)","2292","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308014","2026-03-08T14:57:16.308016"
"SQUEEZEE (PER INCH) (TABLE SCRAPPER)","2293","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308046","2026-03-08T14:57:16.308047"
"SQUEEZEE (PER INCH) (V SHAPE)","2294","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308077","2026-03-08T14:57:16.308079"
"SQUEEZEE (PER INCH) 1 INCH","2295","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308110","2026-03-08T14:57:16.308112"
"SQUEEZEE RUBBER (PER INCH) U SHAPE","2296","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308143","2026-03-08T14:57:16.308145"
"SQUEEZEE (PER INCH) 10 MM","2297","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308176","2026-03-08T14:57:16.308178"
"SQUEEZEE (PER INCH) (WHITE V SHAPE SCRAPPER) W/B","2298","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308210","2026-03-08T14:57:16.308212"
"SQUEEZEE (PER INCH) (RED V SHAPE SCRAPPER)","2299","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308242","2026-03-08T14:57:16.308244"
"SQUEEZEE (PER INCH) (WHITE V SHAPE SCRAPPER)","2300","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308274","2026-03-08T14:57:16.308276"
"ALMINIUM SQUEEZEE (PER INCH)","2301","INCH","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308307","2026-03-08T14:57:16.308309"
"FUSING PAPER (KG)","2302","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308366","2026-03-08T14:57:16.308368"
"FUSING PAPER (IMPORTED)","2303","KG","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308410","2026-03-08T14:57:16.308412"
"IP OIL","2304","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308446","2026-03-08T14:57:16.308448"
"LILLY PIN","2305","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308482","2026-03-08T14:57:16.308484"
"LIQUID AMMONIA (PER LIT, 35 LIT PACKING)","2306","LITRE","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308517","2026-03-08T14:57:16.308519"
"LIQUID AMMONIA (450 ML)","2307","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308553","2026-03-08T14:57:16.308555"
"PACKING TAPE 1”","2308","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308588","2026-03-08T14:57:16.308590"
"PACKING TAPE 2”","2309","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308622","2026-03-08T14:57:16.308624"
"PACKING TAPE 3”","2310","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308656","2026-03-08T14:57:16.308657"
"PATTI","2311","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308689","2026-03-08T14:57:16.308691"
"SCALE (24 INCHES)","2312","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308722","2026-03-08T14:57:16.308723"
"SCALE (12 INCHES)","2313","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308754","2026-03-08T14:57:16.308756"
"SCALE (6 INCHES)","2314","NOS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308787","2026-03-08T14:57:16.308789"
"TRACING FILM","2315","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308820","2026-03-08T14:57:16.308822"
"WHITE OIL","2316","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308852","2026-03-08T14:57:16.308854"
"FUSING BED – SILICON","2317","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308886","2026-03-08T14:57:16.308888"
"FUSING BED – RUBBER","2318","PCS","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308918","2026-03-08T14:57:16.308920"
"NYLON MESH 20","2319","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308950","2026-03-08T14:57:16.308952"
"NYLON MESH 40","2320","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.308982","2026-03-08T14:57:16.308984"
"NYLON MESH 60","2321","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309015","2026-03-08T14:57:16.309017"
"NYLON MESH 80","2322","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309047","2026-03-08T14:57:16.309049"
"NYLON MESH 100","2323","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309081","2026-03-08T14:57:16.309083"
"NYLON MESH 120","2324","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309115","2026-03-08T14:57:16.309117"
"NYLON MESH 120 NEW","2325","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309149","2026-03-08T14:57:16.309151"
"NYLON MESH 120 SPL","2326","MTR","SCREEN MAKING ACCESSORIES","RESHMI","null","null","0","True","Sreeram","2026-03-08T14:57:16.309183","2026-03-08T14:57:16.309185"
"NYLON MESH 140","2327","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309218","2026-03-08T14:57:16.309220"
"NYLON MESH 140 BLUE ","2328","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309252","2026-03-08T14:57:16.309254"
"NYLON MESH 140 SPL","2329","MTR","SCREEN MAKING ACCESSORIES","RESHMI","null","null","0","True","Sreeram","2026-03-08T14:57:16.309285","2026-03-08T14:57:16.309288"
"NYLON MESH 160","2330","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309319","2026-03-08T14:57:16.309320"
"NYLON MESH 160 SPL","2331","MTR","SCREEN MAKING ACCESSORIES","RESHMI","null","null","0","True","Sreeram","2026-03-08T14:57:16.309352","2026-03-08T14:57:16.309353"
"NYLON MESH 180","2332","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309384","2026-03-08T14:57:16.309386"
"NYLON MESH 200","2333","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309416","2026-03-08T14:57:16.309418"
"NYLON MESH 200 SPL","2334","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309449","2026-03-08T14:57:16.309451"
"POLYESTER MESH 40","2335","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309483","2026-03-08T14:57:16.309485"
"POLYESTER MESH 60","2336","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309516","2026-03-08T14:57:16.309518"
"POLYESTER MESH 80","2337","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309553","2026-03-08T14:57:16.309555"
"POLYESTER MESH 100","2338","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309586","2026-03-08T14:57:16.309588"
"POLYESTER MESH 120","2339","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309619","2026-03-08T14:57:16.309621"
"POLYESTER MESH 140","2340","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309652","2026-03-08T14:57:16.309654"
"POLYESTER MESH 160","2341","MTR","SCREEN MAKING ACCESSORIES","RESHMI","null","null","0","True","Sreeram","2026-03-08T14:57:16.309687","2026-03-08T14:57:16.309689"
"POLYESTER MESH 180","2342","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309720","2026-03-08T14:57:16.309722"
"POLYESTER MESH 200","2343","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309753","2026-03-08T14:57:16.309755"
"SULZAR MESH 80","2344","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309785","2026-03-08T14:57:16.309787"
"SULZAR MESH 100","2345","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309818","2026-03-08T14:57:16.309820"
"SULZAR MESH 120","2346","MTR","SCREEN MAKING ACCESSORIES","DATT","null","null","0","True","Sreeram","2026-03-08T14:57:16.309851","2026-03-08T14:57:16.309873"
"SULZAR MESH 140","2347","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309925","2026-03-08T14:57:16.309927"
"SULZAR MESH 160","2348","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309962","2026-03-08T14:57:16.309964"
"SULZAR MESH 180","2349","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.309999","2026-03-08T14:57:16.310001"
"SULZAR MESH 200","2350","MTR","SCREEN MAKING ACCESSORIES","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.310036","2026-03-08T14:57:16.310038"
"10T POLYESTER (25 MESH)","2351","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310071","2026-03-08T14:57:16.310073"
"12T POLYESTER (30 MESH)","2352","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310105","2026-03-08T14:57:16.310107"
"15T POLYESTER (40 MESH)","2353","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310139","2026-03-08T14:57:16.310141"
"18T POLYESTER (45 MESH)","2354","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310173","2026-03-08T14:57:16.310175"
"24T POLYESTER (60 MESH)","2355","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310207","2026-03-08T14:57:16.310208"
"32T POLYESTER (80 MESH)","2356","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310240","2026-03-08T14:57:16.310242"
"40T POLYESTER (100 MESH)","2357","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310275","2026-03-08T14:57:16.310277"
"48T POLYESTER (120 MESH)","2358","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310309","2026-03-08T14:57:16.310311"
"54T, 55T POLYESTER (140 MESH)","2359","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310663","2026-03-08T14:57:16.310665"
"62T, 64T POLYESTER (160 MESH)","2360","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310709","2026-03-08T14:57:16.310711"
"72T POLYESTER (180 MESH)","2361","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310745","2026-03-08T14:57:16.310747"
"80T POLYESTER (200 MESH)","2362","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310781","2026-03-08T14:57:16.310783"
"120T POLYESTER YELLOW (300 MESH)","2363","MTR","SCREEN MAKING ACCESSORIES","IMPORTED","null","null","0","True","Sreeram","2026-03-08T14:57:16.310817","2026-03-08T14:57:16.310819"
"A101 TRANSFER HD WHITE WB","2364","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.310851","2026-03-08T14:57:16.310853"
"B102 TRANSFER CLEAR HD WB","2365","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.310902","2026-03-08T14:57:16.310905"
"A103 TRANSFER MIDDLE CLEAR WB","2366","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.310947","2026-03-08T14:57:16.310950"
"A104 HOT MELT GLUE WB","2367","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311000","2026-03-08T14:57:16.311003"
"3280 TABLE WHITE ","2368","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311038","2026-03-08T14:57:16.311040"
"3280 MACHINE WHITE","2369","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311072","2026-03-08T14:57:16.311074"
"STRETCH KHADI (MACHINE WHITE)","2370","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311107","2026-03-08T14:57:16.311109"
"ANTEX XP 50 MACHINE ","2371","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311141","2026-03-08T14:57:16.311143"
"3100 CLEAR TABLE","2372","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311176","2026-03-08T14:57:16.311177"
"TABLE STONE CLEAR ","2373","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311211","2026-03-08T14:57:16.311212"
"ECOTECH WHITE ","2374","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311249","2026-03-08T14:57:16.311251"
"ECOTECH COLOURS","2375","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311283","2026-03-08T14:57:16.311285"
"ECOSOL E1 WHITE","2376","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311318","2026-03-08T14:57:16.311320"
"ECOSOL E1 CLEAR","2377","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311353","2026-03-08T14:57:16.311355"
"GENISIS WHITE (POLYESTER)","2378","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311387","2026-03-08T14:57:16.311389"
"GENESIS CLEAR (POLYESTER)","2379","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311421","2026-03-08T14:57:16.311423"
"GENESIS THICKNER","2380","KG","W/B","CSC","null","null","0","True","Sreeram","2026-03-08T14:57:16.311455","2026-03-08T14:57:16.311457"
"TABLE READY BLACK","2381","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311489","2026-03-08T14:57:16.311491"
"COLOUR BASE","2382","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311522","2026-03-08T14:57:16.311524"
"BLACK","2383","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311556","2026-03-08T14:57:16.311558"
"ORANGE","2384","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311588","2026-03-08T14:57:16.311590"
"GREEN","2385","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311622","2026-03-08T14:57:16.311624"
"CRIMSON RED, LAKE RED, BLOOD RED","2386","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311659","2026-03-08T14:57:16.311662"
"FIRE RED","2387","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311696","2026-03-08T14:57:16.311698"
"GOLDEN YELLOW","2388","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311730","2026-03-08T14:57:16.311732"
"LEMON YELLOW","2389","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311764","2026-03-08T14:57:16.311766"
"ROYAL BLUE","2390","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311797","2026-03-08T14:57:16.311799"
"NAVY BLUE","2391","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311829","2026-03-08T14:57:16.311831"
"TURQUISE BLUE","2392","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311861","2026-03-08T14:57:16.311863"
"VIOLET","2393","KG","W/B","DUCOL","null","null","0","True","Sreeram","2026-03-08T14:57:16.311893","2026-03-08T14:57:16.311895"
"AUTO CRACK WHITE","2394","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.311925","2026-03-08T14:57:16.311927"
